0,000746844534198205
0,000849034001132523
0,000788176141061002
0,000644874333508503
0,00029754210225745
0,000524553789230911
0,000911683802237038
0,0117941203375953
-0,0129610175883617
-0,00376613602942998
-0,0040106982760341
-0,0136136473336542
0,00879516930798128
-0,0090329139989815
0,0513929500050702
-0,215585814006304
0,0245878563988552
-0,0465405989144376
-0,2980856812994
0,165534810213107
0,210293191577492
-0,0871665009224112
-0,159980608137386
0,0391255761811568
-0,0422454738697754
-0,119312701041194
0,0364676035993685
0,0835586904193514
0,111606073915923
-0,0611740429547664
-0,045595983690286
-0,103291521017294
-0,215380674708743
0,0635751032486
-0,169682443955126
0,261339096695197
-0,0186745688281373
-0,100123622973013
-0,3640337640756
-0,325529643081665
0,175334108099652
-0,30966680563992
0,153964273769506
0,0794173428894758
-0,052249907809876
-0,00671947962698768
-0,0538035660369961
0,195609425627416
-0,0971408900219239
-0,00131240375335182
-0,0194525272692972
0,000874686666363974
0,000386074081029862
0,00043575376783717
0,000411262937931062
0,0099904005889721
-0,000273604860964476
0,012998034144184
-0,00780476773954979
0,00294110612824475
0,00132162595482642
-0,0215033758067881
-0,0114398020585497
0,391840334528233
-0,141382042496643
-0,266979940011455
-0,152892295726996
0,574036141437696
0,341513005065641
-0,720193236409287
-0,219808396524597
-1,02363124174533
-0,116887886984464
-0,978213049033075
-1,02056256229389
1,94349988493847
0,0566395123404507
-0,121261209752351
0,386994461634504
-0,0439089728094299
0,837304219482622
-0,870854187695306
-2,7005668315003
0,798355083214927
0,846652622530625
-0,436300216668945
-0,390324716766624
1,61080687294033
0,915084668383962
-0,289281559300355
0,0525106176638274
0,537066290009249
1,38289234025324
1,15006473407502
-0,925905855596256
0,311691840441961
2,34820108425286
0,223687582707393
0,292302560895414
0,357128247398898
-0,690699830930819
0,652258702005213
-0,217517151336884
1,08339844601019
-0,693289191041672
0,0906281450799953
-0,0578128749425515
-0,0862056498925803
-0,204650087872091
0,00263638602237885
0,52200859952345
0,399566308850241
-0,220309843163696
0,578903427586636
0,0165775036642649
0,0958883979766204
0,0368728893806058
-0,212926258545993
0,0181836370477191
0,410618429171505
0,324384005525921
0,365058450847539
-0,496304247302953
0,545291024434083
1,23110704964142
-0,9529849667631
-0,246716880605417
-0,0161668920298396
1,44477978842749
-0,790968764928019
-0,765583690358829
0,324487060454814
0,0142520453304698
1,61982915826064
-0,224780376012355
-0,557698398352496
-1,12501125885814
0,655612551708951
-2,28402187090237
1,09292424624221
0,126915473698227
-0,448657556853139
-0,349651924966467
2,27246026754502
1,20247178344035
-0,175140987573761
0,733563628732144
-1,55761162302817
0,858255495774867
0,838937444990485
0,887318073453526
0,198765921407162
-0,37641437575094
-0,178654297236991
-0,281873149946368
0,846900211562809
0,0764299693478216
-0,307848666519185
-0,801373732494169
0,606443028663282
0,357343480740158
0,543558507014062
0,0543506000885893
0,197474023535758
-0,869671933862407
-0,41692084528448
-0,0942812838747062
-0,106568711049328
-0,461212047447127
1,96589370878312
-0,156100962236903
0,450431659898306
0,290874764080431
-0,42403980173612
-0,39887066745724
0,115772963714802
0,674305581695845
0,47833063015531
-0,176516514361475
-1,59407325243541
0,89416100255044
-0,492643842403518
-0,436229296067889
-0,215734647653272
1,59046799955035
-0,0902168113827841
-1,78738588531176
0,00660347348985207
-0,290940528936776
2,2796889869013
0,764206585346265
-1,45959415027442
-0,437230601609527
1,17712941935138
-1,73815158386842
1,89400256627955
0,0402853886620998
0,600987446633444
0,397361751314487
0,0838473698499232
0,97055832115987
-0,603728542223252
-1,72240356919624
-2,24705125832563
0,238018315401577
0,614910620741909
1,22891198007117
0,603316549561842
-0,545270878984697
-0,11101101765861
0,160449912703551
1,26448652610858
0,945261890049946
-0,0312498321383837
0,229771790332877
-0,174058832655291
0,570072150044683
1,11519810788928
0,0705947413950526
0,529113882952977
-0,649257549966403
-2,27334194784405
1,46800405484598
-0,697177388687821
-0,360388347054542
1,57338139867648
-0,113367620494738
0,101653373147117
0,599846879508896
-0,0437904148156126
-0,526149454585845
0,39944323987356
0,934734188842602
0,509630176266645
0,119268298882925
-1,38612725971459
0,715666454083183
-0,56747707918982
0,765503928660599
0,0268694342207907
-0,234663633721423
0,956453918658395
-2,49241498652643
1,50143805658887
0,255790149855124
0,547272445111934
-0,54808724386336
-1,35328749508848
-2,05047551068734
-0,303517343571456
-0,542918627540483
-1,28979604070677
0,0377402720306635
-1,02400848858562
0,0823367357327113
-1,34551087839488
1,07222346254539
-0,760568808574383
-1,29845744952088
-0,466240924623461
0,222743315343715
-0,232691876480394
0,683867089260827
0,963014818775478
0,608202991986946
-0,225672766227984
0,048913756860389
1,0083078224298
0,0310525055071052
-0,315638372911272
-0,219214716721448
-0,216102147634068
0,278707054133093
1,17707058394107
0,381819331684288
1,3749975451177
-0,462898689202959
-1,57965377623111
0,175287830618649
0,0738317276353985
-0,227090492569251
1,0152063942779
0,117161687350595
0,0353845750195666
0,783619576510947
-0,80230417161492
-0,931168967171393
